date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:21:47	48530/48530	---M-Z	200	added ('OK')	text/html	etag:%221689496388%22	https://www.middlebury.edu/campaign/coach	www.middlebury.edu/campaign/coach.html	(from https://www.middlebury.edu/campaign/experience)
10:21:48	37850/37850	---M--	200	added ('OK')	image/jpeg	etag:%2293da-5de97e47b6b3d%22	https://www.middlebury.edu/campaign/sites/www.middlebury.edu.campaign/files/styles/414x552/public/2022-05/dani-ellis-triple-414x519.jpg?itok=hPtdqqA6	www.middlebury.edu/campaign/sites/www.middlebury.edu.campaign/files/styles/414x552/public/2022-05/dani-ellis-triple-414x519e7c5.jpg	(from https://www.middlebury.edu/campaign/experience)
10:21:49	454/454	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2020%20Jul%202023%2014:21:49%20GMT	https://www.middlebury.edu/campaign/node/10	www.middlebury.edu/campaign/node/10	(from https://www.middlebury.edu/campaign/capital-projects)
10:21:50	763/763	---M-Z	200	added ('OK')	text/css	etag:%222fb-5fe7fb06a9874%22	https://www.middlebury.edu/campaign/sites/www.middlebury.edu.campaign/files/css/css_e-MOBdUMcSMXwXR4j5jYAgzjVMJjgXCz8OK2E9BLVNk.css	www.middlebury.edu/campaign/sites/www.middlebury.edu.campaign/files/css/css_e-MOBdUMcSMXwXR4j5jYAgzjVMJjgXCz8OK2E9BLVNk.css	(from https://www.middlebury.edu/campaign/capital-projects)
10:21:51	126890/126890	---M--	200	added ('OK')	image/jpeg	etag:%221efaa-5dc165e3cb5fb%22	https://www.middlebury.edu/campaign/sites/www.middlebury.edu.campaign/files/styles/1376x774/public/2022-04/campaign-top-capitol-projects-2.jpg?itok=9krBvfJk	www.middlebury.edu/campaign/sites/www.middlebury.edu.campaign/files/styles/1376x774/public/2022-04/campaign-top-capitol-projects-2b6ba.jpg	(from https://www.middlebury.edu/campaign/capital-projects)
10:21:52	718/718	---M-Z	200	added ('OK')	text/css	etag:%222ce-5fe7ebd597fc7%22	https://www.middlebury.edu/campaign/sites/www.middlebury.edu.campaign/files/css/css_nuLDz-SZoEyRptJ158CHzxeJDkbCaufardTDp-KDThI.css	www.middlebury.edu/campaign/sites/www.middlebury.edu.campaign/files/css/css_nuLDz-SZoEyRptJ158CHzxeJDkbCaufardTDp-KDThI.css	(from https://www.middlebury.edu/campaign/philanthropy-action)
10:21:53	62772/62772	---M-Z	200	added ('OK')	text/html	etag:%221689496395%22	https://www.middlebury.edu/campaign/philanthropy-action/jay-parini-literature-learning-and-loving-vermont	www.middlebury.edu/campaign/philanthropy-action/jay-parini-literature-learning-and-loving-vermont.html	(from https://www.middlebury.edu/campaign/philanthropy-action)
10:21:54	8059/8059	---M--	200	added ('OK')	image/jpeg	etag:%221f7b-5e4a5a3e37c10%22	https://www.middlebury.edu/campaign/sites/www.middlebury.edu.campaign/files/styles/296x166/public/2022-07/Jay%20at%20home%20(Oliver)-1.jpeg?itok=n8h7TZXA	www.middlebury.edu/campaign/sites/www.middlebury.edu.campaign/files/styles/296x166/public/2022-07/Jay%20at%20home%20(Oliver)-1f067.jpg	(from https://www.middlebury.edu/campaign/philanthropy-action)
10:21:55	44078/44078	---M-Z	200	added ('OK')	text/html	etag:%221689496405%22	https://www.middlebury.edu/campaign/philanthropy-action/experience/environmental-action	www.middlebury.edu/campaign/philanthropy-action/experience/environmental-action.html	(from https://www.middlebury.edu/campaign/philanthropy-action)
10:21:56	7838/7838	---M--	200	added ('OK')	image/jpeg	etag:%221e9e-5debf8e45ad8a%22	https://www.middlebury.edu/campaign/sites/www.middlebury.edu.campaign/files/styles/296x166/public/2022-05/Middlebury-Student-2022-Connor-Wertz.jpg?itok=m1gQcekf	www.middlebury.edu/campaign/sites/www.middlebury.edu.campaign/files/styles/296x166/public/2022-05/Middlebury-Student-2022-Connor-Wertz2f5c.jpg	(from https://www.middlebury.edu/campaign/philanthropy-action)
10:21:57	55539/55539	---M-Z	200	added ('OK')	text/html	etag:%221689496412%22	https://www.middlebury.edu/campaign/power-words	www.middlebury.edu/campaign/power-words.html	(from https://www.middlebury.edu/campaign/philanthropy-action)
10:21:58	7316/7316	---M--	200	added ('OK')	image/jpeg	etag:%221c94-5de9d0c566684%22	https://www.middlebury.edu/campaign/sites/www.middlebury.edu.campaign/files/styles/296x166/public/2022-05/College-People-2022-Oratory-Now-Workshop-1136x638.jpeg?itok=PUzk81FT	www.middlebury.edu/campaign/sites/www.middlebury.edu.campaign/files/styles/296x166/public/2022-05/College-People-2022-Oratory-Now-Workshop-1136x6389a90.jpg	(from https://www.middlebury.edu/campaign/philanthropy-action)
10:21:59	92361/92361	---M--	200	added ('OK')	image/png	etag:%22168c9-5de4bb8b3fcfe%22	https://www.middlebury.edu/campaign/sites/www.middlebury.edu.campaign/files/styles/296x166/public/2022-05/College-People-2022-Coach-Dani-Ellis-lax-1136x638.png?itok=kWe-xUxz	www.middlebury.edu/campaign/sites/www.middlebury.edu.campaign/files/styles/296x166/public/2022-05/College-People-2022-Coach-Dani-Ellis-lax-1136x638f9b3.png	(from https://www.middlebury.edu/campaign/philanthropy-action)
10:22:00	16965/16965	---M--	200	added ('OK')	image/jpeg	etag:%224245-5de5caddb681b%22	https://www.middlebury.edu/campaign/sites/www.middlebury.edu.campaign/files/styles/296x166/public/2022-05/opening-doors-feature.jpg?itok=svaoD_1s	www.middlebury.edu/campaign/sites/www.middlebury.edu.campaign/files/styles/296x166/public/2022-05/opening-doors-feature2278.jpg	(from https://www.middlebury.edu/campaign/philanthropy-action)
10:22:01	46778/46778	---M-Z	200	added ('OK')	text/html	etag:%221689496418%22	https://www.middlebury.edu/campaign/philanthropy-action/academic-excellence/finding-connection-among-stars	www.middlebury.edu/campaign/philanthropy-action/academic-excellence/finding-connection-among-stars.html	(from https://www.middlebury.edu/campaign/philanthropy-action)
10:22:02	7376/7376	---M--	200	added ('OK')	image/jpeg	etag:%221cd0-5dceef5b47cf3%22	https://www.middlebury.edu/campaign/sites/www.middlebury.edu.campaign/files/styles/296x166/public/2022-04/Middkebury-2022-Hannah-Harris-Campaign-Site.jpg?itok=jR0pRUwO	www.middlebury.edu/campaign/sites/www.middlebury.edu.campaign/files/styles/296x166/public/2022-04/Middkebury-2022-Hannah-Harris-Campaign-Site45f7.jpg	(from https://www.middlebury.edu/campaign/philanthropy-action)
10:22:03	8491/8491	---M--	200	added ('OK')	image/jpeg	etag:%22212b-5de0baf8fc1fb%22	https://www.middlebury.edu/campaign/sites/www.middlebury.edu.campaign/files/styles/296x166/public/2022-05/cassia-feature.jpg?itok=ZejKDO_k	www.middlebury.edu/campaign/sites/www.middlebury.edu.campaign/files/styles/296x166/public/2022-05/cassia-feature4ac0.jpg	(from https://www.middlebury.edu/campaign/philanthropy-action)
10:22:04	5106/5106	---M--	200	added ('OK')	image/jpeg	etag:%2213f2-5de97b16db1fd%22	https://www.middlebury.edu/campaign/sites/www.middlebury.edu.campaign/files/styles/296x166/public/2022-05/Mattew-Taylor.jpeg?itok=u-ye5QCb	www.middlebury.edu/campaign/sites/www.middlebury.edu.campaign/files/styles/296x166/public/2022-05/Mattew-Taylor2c0e.jpg	(from https://www.middlebury.edu/campaign/philanthropy-action)
10:22:05	49442/49442	---M-Z	200	added ('OK')	text/html	etag:%221689496427%22	https://www.middlebury.edu/campaign/philanthropy-action/public-defender	www.middlebury.edu/campaign/philanthropy-action/public-defender.html	(from https://www.middlebury.edu/campaign/philanthropy-action)
10:22:06	14728/14728	---M--	200	added ('OK')	image/jpeg	etag:%223988-5dd7aa62575e7%22	https://www.middlebury.edu/campaign/sites/www.middlebury.edu.campaign/files/styles/296x166/public/2022-04/Public%20Defender-Banner.jpg?itok=3foebbMK	www.middlebury.edu/campaign/sites/www.middlebury.edu.campaign/files/styles/296x166/public/2022-04/Public%20Defender-Banner6001.jpg	(from https://www.middlebury.edu/campaign/philanthropy-action)
10:22:07	46247/46247	---M-Z	200	added ('OK')	text/html	etag:%221689496443%22	https://www.middlebury.edu/campaign/philanthropy-action/Medical-Distrust	www.middlebury.edu/campaign/philanthropy-action/Medical-Distrust.html	(from https://www.middlebury.edu/campaign/philanthropy-action)
